gendid	chr	s1	s2
6427	21	46117117	46117855
6428	21	45970574	45971342
6429	21	45993636	45994842
6430	21	45999640	46000456
6431	21	46020522	46021650
6432	21	32253352	32253844
6433	21	46101748	46102039
6434	21	46086363	46086804
6435	21	46077897	46078188
6436	21	46074193	46074532
6437	21	31768405	31768924
6438	21	31744004	31744532
6439	21	31797712	31798231
6440	21	31802594	31803077
6441	21	31812646	31813060
6442	17	39471585	39471903
6443	21	31852364	31852637
6444	21	31859509	31859668
6445	21	31864030	31864276
6446	21	31869174	31869429
6447	21	31874190	31874409
6448	21	31933417	31933609
6449	17	39203133	39203520
6450	17	39211092	39211464
6451	21	31988774	31988945
6452	21	32007583	32007781
6453	21	32015208	32015343
6454	21	31973440	31973587
6455	21	31962556	31962694
6456	21	31720727	31720925
6457	21	31654486	31655251
6458	21	31691721	31692354
6459	21	31709363	31709987
6460	17	39165030	39165327
6461	17	39340666	39341107
6462	17	39279769	39280375
6463	17	39323837	39324425
6464	17	39316443	39316944
6465	17	39305474	39306020
6466	11	1605643	1606480
6467	11	71276634	71277243
6468	11	1628899	1629616
6469	11	1642637	1643324
6470	11	1718476	1718866
6471	11	71238347	71238845
6472	11	71259704	71260214
6473	21	31986008	31986224
6474	21	31971005	31971194
6475	21	31964765	31965098
6476	21	32201753	32202018
6477	21	32185347	32185539
6478	1	155141916	155145779
6479	2	27665280	27666924
6480	19	35978330	35981345
6481	17	25904557	25948962
6482	12	117905004	118405974
6483	1	52498369	52499434
6484	14	56078767	56150822
6485	3	134322421	134369803
6486	2	143642937	143799742
6487	1	62672301	62677045
6488	14	50713776	50778869
6489	22	41601367	41626256
6490	6	130363845	130460899
6491	18	5956219	6311625
6492	6	108616284	108843629
6493	12	55024676	55028626
6494	15	63414071	63434005
6495	8	71550095	71581356
6496	1	201351016	201368435
6497	12	6882019	6887557
6498	19	54866877	54876412
6499	12	48961740	48963804
6500	18	6942078	7117720
6501	6	129204391	129837493
6502	18	21269648	21534613
6503	6	112430640	112575353
6504	7	107564396	107643331
6505	1	209788616	209824290
6506	7	107664484	107763610
6507	1	183155488	183212536
6508	9	133884602	133967175
6509	13	113951750	113976737
6510	3	182841869	182880444
6511	2	211299211	211341121
6512	7	55433719	55499014
6513	4	17579089	17609213
6514	2	20232966	20251282
6515	8	98787965	98863703
6516	1	31206675	31230593
6517	22	33670413	34157464
6518	5	154092486	154193657
6519	4	128996107	129131209
6520	10	858866	931662
6521	15	71124391	71146428
6522	4	113565826	113578484
6523	5	145493669	145562057
6524	3	45435946	45589023
6525	16	28996183	29001334
6526	7	73630306	73639073
6527	6	149982865	150023263
6528	13	21549009	21620166
6529	1	203734471	203743810
6530	11	111411569	111431184
6531	2	30454605	30480488
6532	1	225591005	225611778
6533	10	102987027	102988573
6534	2	74725054	74729987
6535	6	80196721	80228612
6536	21	40777808	40800420
6537	16	67973807	67978005
6538	1	152784923	152785280
6539	1	152748848	152749205
6540	1	152671378	152671699
6541	1	152648492	152648825
6542	1	152636582	152636915
6543	1	152595310	152595580
6544	1	152586287	152586575
6545	1	152573208	152573493
6546	1	152552134	152552413
6547	1	152538406	152538685
6548	1	152681552	152681852
6549	1	152484011	152484368
6550	1	152815997	152816240
6551	1	32739931	32751318
6552	2	30682479	30863486
6553	16	25123205	25189345
6554	15	43620627	43622688
6555	9	138413344	138417004
6556	9	139633977	139637356
6557	9	139846780	139849852
6558	9	139656271	139658941
6559	9	139648950	139652383
6560	9	138555168	138557756
6561	9	139878039	139879464
6562	10	98708815	98718176
6563	4	17847344	18023375
6564	13	46701726	46733798
6565	5	169675701	169724616
6566	2	136545894	136594740
6567	15	66840828	66857704
6568	10	103867850	103879868
6569	4	16504266	16900109
6570	10	88428449	88492734
6571	11	18418095	18428829
6572	11	18478228	18500418
6573	11	18434265	18472675
6574	16	75146254	75150619
6575	19	11200225	11241993
6576	1	54474655	54483786
6577	1	22138945	22148709
6578	11	35965649	36250948
6579	1	25870190	25893484
6580	22	44892717	44893437
6581	5	132209387	132210139
6582	13	53277730	53313837
6583	5	135283020	135290523
6584	4	108969828	109088924
6585	1	226074427	226076767
6586	1	226125141	226128841
6587	3	156547119	156763540
6588	1	153177184	153177481
6589	1	205350786	205389665
6590	6	33740405	33756894
6591	12	65563377	65640106
6592	1	154966084	154966270
6593	19	54659459	54663434
6594	19	54962522	54972109
6595	19	54973270	54974776
6596	15	52230353	52263943
6597	7	127892072	127894817
6598	1	66031249	66102699
6599	1	43212368	43232643
6600	3	189675701	189838521
6601	12	6937606	6948626
6602	1	65886408	65897603
6603	8	29953029	29995019
6604	4	1816151	1857678
6605	8	38250154	38265793
6606	12	51442140	51453215
6607	7	2552289	2566847
6608	22	38071710	38075757
6609	11	63273865	63283866
6610	19	40093209	40097980
6611	19	40195169	40199954
6612	22	37966270	37975913
6613	14	55604092	55612113
6614	17	76967658	76973274
6615	19	39292404	39303527
6616	1	236689371	236711462
6617	17	25958292	25976009
6618	10	95517902	95557561
6619	4	25005073	25032316
6620	8	22005673	22014056
6621	19	35616097	35625585
6622	14	93170664	93199132
6623	11	27389414	27493850
6624	12	71833861	71978515
6625	1	202163118	202288336
6626	6	63989926	64029849
6627	1	1	2
6628	2	48914836	48982811
6629	13	39918073	40175354
6630	5	77784720	77806037
6631	7	103969228	104546663
6632	3	9543895	9594364
6633	6	35773448	35787225
6634	10	126150432	126301930
6635	17	35295495	35300429
6636	9	126774628	126794987
6637	9	139089171	139096859
6638	1	180199665	180243715
6639	12	113900995	113909304
6640	9	124966980	124991020
6641	1	75596400	75626581
6642	1	197881662	197898390
6643	4	39460738	39478736
6644	22	30639640	30642685
6645	5	38481697	38530750
6646	19	48618906	48668824
6647	17	33310025	33331526
6648	13	108860881	108863617
6649	19	55105710	55112283
6650	19	54800046	54804174
6651	19	54844843	54850365
6652	19	54818698	54824290
6653	19	54778537	54784352
6654	19	54720962	54726849
6655	19	55174486	55179471
6656	19	54754650	54761057
6657	12	50570847	50642535
6658	4	41362858	41699203
6659	3	45636372	45718552
6660	17	61775912	61776659
6661	20	62368903	62370254
6662	7	73498321	73535632
6663	22	31608395	31674428
6664	2	109151019	109300456
6665	19	36239626	36245376
6666	14	74551666	74665681
6667	4	83849255	83905998
6668	12	81205244	81331502
6669	19	49617662	49621631
6670	11	27520196	27528300
6671	1	226420202	226496889
6672	15	77906386	77924658
6673	9	27948849	27950670
6674	19	2289997	2291776
6675	1	151773399	151775181
6676	10	90974585	91007406
6677	15	58724232	58861027
6678	19	42905964	42931302
6679	10	90425298	90438439
6680	18	47088679	47116893
6681	3	185226578	185270260
6682	21	15481314	15579245
6683	10	90350445	90366665
6684	10	90562654	90580259
6685	10	90521163	90538000
6686	2	99778421	99779543
6687	16	11643493	11650587
6688	5	96430452	96478281
6689	1	145477159	145498779
6690	17	18128997	18146136
6691	17	73539508	73570988
6692	18	56998325	57026477
6693	15	75105196	75117947
6694	5	176759087	176778649
6695	2	97372993	97405778
6696	7	156476772	156685688
6697	12	49491455	49504339
6698	6	70386050	70506774
6699	5	36104148	36143452
6700	3	8543625	8609285
6701	16	904532	1020981
6702	22	50941820	50946105
6703	3	197687093	197765539
6704	1	156084710	156108898
6705	5	126113201	126171957
6706	19	2430909	2456872
6707	11	8246163	8284910
6708	11	33880902	33891263
6709	12	16704156	16753795
6710	1	87797699	87810480
6711	13	76195830	76432080
6712	1	201867500	201915469
6713	7	123296018	123303800
6714	3	69158246	69171538
6715	7	97736490	97834805
6716	19	48989030	49016447
6717	1	165173117	165324797
6718	9	129376729	129458731
6719	3	100148574	100174771
6720	5	96271860	96364238
6721	4	54327074	54440170
6722	13	28122472	28155841
6723	12	12510386	12618711
6724	1	1	2
6725	19	5692043	5720144
6726	16	48278300	48385714
6727	8	12580605	12612930
6728	2	100900760	100938556
6729	1	153233426	153234365
6730	5	121402438	121413681
6731	18	44057435	44236997
6732	15	74219125	74244179
6733	2	74760733	74779762
6734	10	100008678	100022777
6735	6	160952761	161085247
6736	1	1	2
6737	9	113637701	113734398
6738	19	19735065	19738094
6739	1	85279529	85331804
6740	5	1463766	1523960
6741	16	55543094	55617011
6742	12	7086308	7125729
6743	15	34651328	34659302
6744	1	211923241	212002639
6745	19	14261685	14294415
6746	1	82302670	82456830
6747	4	62363012	62936627
6748	2	11905668	11964918
6749	18	2920291	2960839
6750	20	39974444	39987507
6751	8	19796952	19822822
6752	17	56320341	56345356
6753	3	188123909	188592268
6754	11	58294927	58345520
6755	4	155665479	155670289
6756	4	151186874	151935795
6757	13	47127532	47324786
6758	3	197518150	197598343
6759	7	100172730	100183724
6760	19	39798273	39805977
6761	6	40359682	40400853
6762	19	36430328	36435922
6763	11	66625216	66627667
6764	14	42355829	42373379
6765	19	4537952	4540026
6766	7	133812121	133948728
6767	3	66430687	66550832
6768	1	113616029	113666724
6769	12	59266354	59314017
6770	10	85981676	85985277
6771	4	110772679	110791946
6772	12	25222342	25260995
6773	12	57522748	57606339
6774	14	23341513	23346737
6775	6	150141685	150185157
6776	8	105502901	105601126
6777	2	140990755	142888299
6778	2	169985173	170218910
6779	4	186288334	186299341
6780	19	33685692	33698482
6781	11	46880534	46939931
6782	11	68080183	68216539
6783	22	25747766	25756060
6784	12	12274060	12419670
6785	1	53712690	53793585
6786	4	3514701	3534140
6787	6	53660055	53787592
6788	12	70003785	70004619
6789	8	145745110	145746863
6790	3	194080027	194084100
6791	6	25280024	25619812
6792	14	24521363	24538614
6793	7	102574361	102585055
6794	10	50118282	50122201
6795	9	26995519	26999693
6796	3	46560504	46593082
6797	10	72061110	72136290
6798	12	7014798	7023236
6799	8	145747859	145750359
6800	19	18502797	18507774
6801	9	140063306	140064396
6802	15	99796163	99926308
6803	16	67241508	67244092
6804	21	45876528	45877302
6805	18	7231137	7232043
6806	3	169557770	169587596
6807	11	76370648	76376999
6808	3	196381411	196388594
6809	3	169511423	169530337
6810	16	67360766	67418993
6811	1	13802314	13840089
6812	1	100614598	100634073
6813	3	26751164	26751944
6814	7	127668732	127670694
6815	1	70611483	70671224
6816	1	46744537	46768995
6817	1	54417673	54433613
6818	12	122667692	122687990
6819	17	79981520	79988682
6820	17	45909356	45914487
6821	1	3697652	3713041
6822	17	17880913	17919986
6823	15	71185234	71341952
6824	19	51020828	51052096
6825	11	40135920	40137843
6826	1	165513534	165533062
6827	11	56949368	56954955
6828	11	540685	554277
6829	15	42836281	42840633
6830	3	120050047	120068091
6831	17	48460349	48474679
6832	8	133584554	133687740
6833	7	150033951	150034731
6834	4	52860545	52883780
6835	8	92114890	92231229
6836	1	70225888	70587571
6837	5	61875266	61877135
6838	9	131669444	131678651
6839	1	90048210	90058603
6840	1	90152033	90180542
6841	1	90398628	90401205
6842	19	7960489	7965799
6843	1	1	2
6844	8	86019531	86057747
6845	3	37095342	37190475
6846	12	85431955	85638720
6847	1	74492497	74649369
6848	3	169539710	169555420
6849	15	101464838	101609054
6850	12	40618934	40761568
6851	3	3886326	3888477
6852	1	204586979	204589121
6853	7	110762829	110764956
6854	20	6021668	6033446
6855	11	62455264	62455981
6856	2	80529376	80530945
6857	5	138208699	138210601
6858	10	68686342	68857555
6859	2	76975821	77748798
6860	9	130216807	130265179
6861	3	54952486	54961939
6862	11	71806109	71819972
6863	7	102105528	102113497
6864	3	115529164	116163879
6865	3	194362797	194392892
6866	8	38021188	38033839
6867	1	36859359	36859731
6868	5	157170759	157182273
6869	19	34663548	34718294
6870	20	60697723	60708518
6871	19	18418274	18433831
6872	7	32526873	32529978
6873	4	147104074	147110809
6874	17	7760049	7760742
6875	11	1874375	1908794
6876	19	35739782	35758763
6877	21	47611018	47648660
6878	12	96394767	96429298
6879	14	24784858	24785917
6880	14	24779871	24780948
6881	2	33172392	33623613
6882	14	74967587	75078648
6883	11	65306551	65325431
6884	19	41099072	41135456
6885	12	6493525	6500104
6886	5	179221082	179223396
6887	3	46477686	46506358
6888	15	41796194	41805908
6889	6	144164615	144184665
6890	16	239197	279339
6891	7	139045008	139107087
6892	12	91497942	91502757
6893	11	24518790	25100205
6894	7	135612022	135612199
6895	3	158384435	158390268
6896	8	143866637	143867933
6897	8	144102357	144103207
6898	8	144239667	144241617
6899	8	143781946	143784790
6900	2	160661555	160761194
6901	6	6588968	6654861
6902	1	160765978	160797607
6903	8	74903678	74941290
6904	4	4269616	4285470
6905	2	99900856	99912134
6906	2	99858827	99870724
6907	19	13210133	13211986
6908	8	56854419	56922670
6909	8	143846023	143857376
6910	2	133403618	133427506
6911	8	143831701	143833870
6912	19	43965503	43969724
6913	19	42341217	42343360
6914	19	44301743	44306533
6915	2	150294223	150327365
6916	2	149987463	150071225
6917	1	219347233	219385071
6918	16	20926878	20935439
6919	6	90346992	90348436
6920	6	5109657	5260967
6921	12	25356891	25357247
6922	5	130506714	130535295
6923	1	151133358	151138259
6924	15	52015804	52029820
6925	5	89814636	89821107
6926	15	100269328	100272117
6927	1	235826240	235993718
6928	11	10580658	10590080
6929	12	69742189	69747000
6930	3	42438757	42448744
6931	17	34261800	34266361
6932	1	9990457	9996678
6933	3	45867806	45883484
6934	22	21336661	21351638
6935	8	20107233	20112693
6936	10	102762296	102766926
6937	12	9094414	9099001
6938	13	36049196	36050276
6939	4	151504182	151505262
6940	7	20180569	20201486
6941	1	39549891	39951467
6942	11	63766340	63933467
6943	20	13976410	16030522
6944	7	1855706	2269769
6945	6	43597487	43608271
6946	1	11734832	11740659
6947	19	496500	504966
6948	11	47295466	47350702
6949	4	1283702	1332958
6950	1	166958590	166991093
6951	16	79628357	79633800
6952	8	145160587	145162013
6953	8	144511515	144512577
6954	20	39316519	39317491
6955	22	38609861	38610886
6956	17	79880481	79881062
6957	7	1578829	1580012
6958	19	35786312	35804358
6959	3	184428686	184429610
6960	15	23889140	23892890
6961	3	65342053	66023984
6962	7	77648632	79082637
6963	1	113933656	114226637
6964	12	10758874	10766132
6965	6	10764685	10830882
6966	8	33342725	33356148
6967	2	95691538	95719201
6968	8	120220712	120255729
6969	18	56338876	56415075
6970	9	72659114	72840949
6971	9	139746869	139755056
6972	5	179160114	179201879
6973	11	95712112	96075060
6974	4	140640477	141074482
6975	6	119500984	119670231
6976	1	117910806	118065580
6977	9	139981452	140003044
6978	1	25944289	26110281
6979	5	109026119	109202700
6980	15	91447438	91463018
6981	19	12757434	12777516
6982	4	6576938	6623013
6983	15	75648247	75660925
6984	4	103553214	103682052
6985	20	35929667	35944819
6986	6	96034316	96054282
6987	1	38259855	38265876
6988	12	12482961	12496249
6989	15	43813672	43822423
6990	5	71403359	71501067
6991	20	33137782	33147703
6992	12	117013748	117014126
6993	1	242159465	242162311
6994	19	17830312	17845238
6995	2	210517895	210595122
6996	19	4090596	4123873
6997	17	21188233	21217543
6998	15	67835674	68099089
6999	17	67411126	67537895
7000	19	7968830	7977317
7001	5	56111401	56189508
7002	19	40697939	40721200
7003	11	65365762	65381228
7004	12	53874966	53881176
7005	3	185003394	185200245
7006	17	43342003	43368112
7007	2	128065155	128100706
7008	17	61700120	61771138
7009	6	161412964	161537903
7010	6	136878896	137113296
7011	1	27681882	27693089
7012	6	91226220	91296603
7013	10	30727868	30749766
7014	14	71197097	71275889
7015	3	47894282	48040351
7016	19	39078388	39108536
7017	11	64557009	64570622
7018	2	39477759	39664129
7019	2	102314543	102507712
7020	14	50886737	50998768
7021	11	75298104	75379415
7022	3	183535144	183543336
7023	6	136665366	136871547
7024	1	36622019	36645860
7025	4	156268935	156297003
7026	22	22123493	22221731
7027	4	86938381	87115555
7028	22	50703377	50708722
7029	22	50691830	50699939
7030	6	36098360	36107151
7031	6	35995935	36076225
7032	8	144798548	144804422
7033	14	55528402	55531346
7034	16	30127989	30134531
7035	18	48190329	48256225
7036	17	19282214	19286545
7037	10	49609704	49643073
7038	22	51039248	51049208
7039	16	1756341	1818826
7040	5	179663384	179707562
7041	9	128201166	128434854
7042	1	206858575	206906064
7043	3	50654997	50685478
7044	12	112280538	112330866
7045	15	42067474	42117635
7046	18	32558482	32720334
7047	2	27245087	27249217
7048	4	164449900	164775284
7049	17	60779064	60879097
7050	5	16067580	16179685
7051	19	8486725	8503431
7052	5	126206325	126253864
7053	2	217124035	217234984
7054	10	94051252	94110965
7055	5	10354011	10433797
7056	2	160585534	160623854
7057	10	45953687	46028660
7058	12	58149312	58152681
7059	1	32800198	32801635
7060	2	119699877	119752097
7061	1	220702165	220835509
7062	11	63606979	63676710
7063	14	103852367	103969565
7064	19	45754847	45805969
7065	12	57881874	57910365
7066	2	198570130	198571912
7067	10	99473634	99474156
7068	5	68715213	68737482
7069	16	71660133	71674931
7070	6	160327988	160328966
7071	3	186937859	187009421
7072	1	11086942	11107265
7073	19	12949387	12985685
7074	1	46269568	46501739
7075	19	18208603	18260537
7076	5	65892484	66462880
7077	10	27444356	27475466
7078	10	82033537	82049180
7079	5	162930401	162945370
7080	19	3778181	3789346
7081	1	31186429	31196399
7082	8	98900329	99047941
7083	2	20192872	20212393
7084	20	43922407	43934223
7085	5	138629670	138665085
7086	14	65472922	65569058
7087	16	29818023	29821553
7088	22	36003344	36013305
7089	18	51686147	51750930
7090	19	8953355	8953940
7091	2	149216328	149270511
7092	12	57918087	57923018
7093	14	36768289	36789795
7094	10	54527897	54531396
7095	7	99725019	99725820
7096	5	89756984	89770110
7097	3	152017983	152177117
7098	13	97928490	98043704
7099	6	20102517	20212466
7100	2	8998809	9143744
7101	19	54677738	54692363
7102	18	74692383	74817218
7103	16	84088054	84135389
7104	16	89985667	89986621
7105	18	13884624	13885518
7106	20	54823900	54824872
7107	18	58038584	58039583
7108	18	13825765	13826743
7109	11	119180596	119187812
7110	18	29339731	29340625
7111	22	43529049	43539355
7112	5	112362999	112824112
7113	3	182733226	182817229
7114	5	70883253	70952688
7115	2	71337100	71357350
7116	13	113622779	113751174
7117	3	182897168	183145766
7118	22	41075450	41077933
7119	6	100368816	100404024
7120	1	150549840	150552007
7121	10	13206203	13251311
7122	3	127317310	127340617
7123	6	52129386	52149473
7124	21	47655182	47705201
7125	8	48873705	48889339
7126	22	35796432	35820249
7127	2	136598405	136633936
7128	7	99690555	99698918
7129	20	5932662	5975038
7130	19	7587637	7598682
7131	1	85392368	85462556
7132	1	85484806	85511044
7133	8	6264189	6500571
7134	12	49952426	49960515
7135	5	94043201	94620280
7136	15	94841495	95022264
7137	6	41606488	41621314
7138	7	114562472	114655990
7139	6	37605144	37664588
7140	14	47311134	48144000
7141	2	63816178	63834122
7142	2	207603207	207629996
7143	7	75677479	75695729
7144	11	46403608	46405045
7145	12	68689034	68726026
7146	12	69202258	69233630
7147	1	204494647	204518811
7148	6	90353724	90529327
7149	14	24683230	24685162
7150	6	83921643	84140674
7151	18	48422191	48473555
7152	11	86152321	86382987
7153	6	42980208	42981552
7154	1	37959700	37980348
7155	1	29520534	29557419
7156	17	37563728	37607316
7157	5	6372616	6378597
7158	17	4634785	4636483
7159	3	150804714	151150593
7160	17	60023829	60142567
7161	22	20861966	20940992
7162	19	868101	891132
7163	11	93517680	93545231
7164	1	28657174	28661482
7165	11	57472094	57479652
7166	6	41874810	41888757
7167	12	27175513	27181395
7168	9	136208355	136213518
7169	6	131895433	131949190
7170	17	38175782	38209852
7171	19	50321599	50340202
7172	19	16686838	16738755
7173	4	17616278	17625422
7174	19	39882000	39888340
7175	8	118533116	118552218
7176	17	6547787	6554849
7177	13	48651275	48669215
7178	14	71051530	71067355
7179	5	156565741	156566443
7180	1	43850121	43855436
7181	17	17380356	17394810
7182	15	100173325	100252977
7183	5	88018421	88119606
7184	1	156437437	156453085
7185	16	3293141	3306588
7186	1	1	2
7187	1	1	2
7188	5	126667001	126793011
7189	15	66190272	66420742
7190	1	3407092	3527833
7191	19	42830396	42880928
7192	9	123367468	123476637
7193	22	42095543	42195304
7194	10	15008468	15014641
7195	2	66662989	66796241
7196	15	37184374	37391668
7197	19	47909734	47922339
7198	9	36581679	36677335
7199	11	64571806	64577582
7200	17	41719278	41738903
7201	7	15652012	15726028
7202	18	29770034	29800209
7203	4	88755867	88767599
7204	2	112656313	112786442
7205	15	81294613	81295702
7206	15	81271560	81282133
7207	15	90293375	90294463
7208	15	90319589	90321566
7209	7	130132155	130144898
7210	1	1	2
7211	7	116339139	116436179
7212	4	99916905	99982469
7213	12	95867956	95907681
7214	16	765290	767388
7215	17	81037692	81052321
7216	12	58162779	58165867
7217	10	126449072	126480403
7218	9	132394983	132397744
7219	1	170115249	170136899
7220	11	62433352	62434524
7221	1	171751108	171765897
7222	4	119606690	119631458
7223	7	128116820	128141971
7224	14	21966402	21979366
7225	18	2538999	2567216
7226	2	170668330	170681108
7227	3	15452763	15468019
7228	12	51318822	51323934
7229	12	56075539	56077834
7230	2	172180682	172248696
7231	16	21611055	21666754
7232	1	156046365	156051790
7233	15	82335501	82338047
7234	18	48702721	48723691
7235	19	1555330	1568058
7236	15	44097292	44116768
7237	1	17301415	17304769
7238	5	153429283	153433274
7239	4	170912529	170927029
7240	17	19287775	19290469
7241	12	8800687	8814701
7242	2	228194462	228221834
7243	15	89442626	89456551
7244	8	8643532	8750569
7245	3	196730243	196756574
7246	1	12049226	12071623
7247	22	37866001	37882216
7248	11	119212258	119217224
7249	3	158519795	158546772
7250	4	2932565	2935651
7251	2	24232967	24247146
7252	8	145734717	145736548
7253	1	205538198	205569590
7254	12	53645517	53647973
7255	2	191300756	191364945
7256	17	8700678	8702439
7257	4	675747	682917
7258	4	128841785	128886289
7259	2	103334879	103353270
7260	15	41961093	42059479
7261	7	141705331	141805692
7262	5	180218634	180219972
7263	14	50087987	50089331
7264	22	39883353	39884955
7265	2	99242029	99342796
7266	5	179225045	179233584
7267	12	86373067	86383325
7268	2	135011975	135206419
7269	17	74865112	74944921
7270	10	103546208	103577780
7271	3	127411041	127541162
7272	10	131265480	131565262
7273	12	15035073	15038726
7274	16	4674962	4738910
7275	12	16507187	16516976
7276	4	140587174	140625303
7277	1	165619085	165624742
7278	19	41281448	41283326
7279	14	39703319	39722454
7280	1	222791453	222838962
7281	1	1	2
7282	18	19321545	19444628
7283	1	1550840	1565911
7284	6	109765394	109775400
7285	11	12183703	12284068
7286	22	18273498	18389579
7287	11	12313716	12380027
7288	22	38302430	38336838
7289	7	1474232	1498963
7290	19	1250296	1257272
7291	1	67390712	67452157
7292	19	306690	344783
7293	5	56218955	56247930
7294	17	73262821	73266277
7295	1	12081784	12091866
7296	1	1	2
7297	3	97664028	97686438
7298	17	4736879	4800583
7299	10	89264673	89312236
7300	7	7612107	7646724
7301	22	50925327	50928286
7302	12	56845064	56848398
7303	13	24304487	24463460
7304	14	37717094	38016177
7305	1	1	2
7306	1	1	2
7307	1	1	2
7308	1	1	2
7309	1	1	2
7310	1	1	2
7311	1	1	2
7312	1	1	2
7313	1	1	2
7314	1	1	2
7315	1	1	2
7316	1	1	2
7317	1	1	2
7318	1	1	2
7319	1	1	2
7320	1	1	2
7321	1	1	2
7322	1	1	2
7323	1	1	2
7324	1	1	2
7325	1	1	2
7326	1	1	2
7327	1	1	2
7328	1	1	2
7329	1	1	2
7330	1	1	2
7331	1	1	2
7332	1	1	2
7333	1	1	2
7334	1	1	2
7335	1	1	2
7336	1	1	2
7337	1	1	2
7338	1	1	2
7339	1	1	2
7340	1	1	2
7341	1	1	2
7342	1	1	2
7343	1	1	2
7344	1	1	2
7345	1	1	2
7346	1	1	2
7347	1	1	2
7348	1	1	2
7349	1	1	2
7350	1	1	2
7351	1	1	2
7352	1	1	2
7353	1	1	2
7354	1	1	2
7355	1	1	2
7356	1	1	2
7357	1	1	2
7358	1	1	2
7359	1	1	2
7360	1	1	2
7361	1	1	2
7362	1	1	2
7363	1	1	2
7364	1	1	2
7365	1	1	2
7366	1	1	2
7367	1	1	2
7368	1	1	2
7369	1	1	2
7370	1	1	2
7371	1	1	2
7372	1	1	2
7373	1	1	2
7374	1	1	2
7375	1	1	2
7376	1	1	2
7377	1	1	2
7378	1	1	2
7379	1	1	2
7380	1	1	2
7381	1	1	2
7382	1	1	2
7383	1	1	2
7384	1	1	2
7385	1	1	2
7386	1	1	2
7387	1	1	2
7388	1	1	2
7389	1	1	2
7390	1	1	2
7391	1	1	2
7392	1	1	2
7393	1	1	2
7394	1	1	2
7395	1	1	2
7396	1	1	2
7397	1	1	2
7398	1	1	2
7399	1	1	2
7400	1	1	2
7401	1	1	2
7402	1	1	2
7403	1	1	2
7404	1	1	2
7405	1	1	2
7406	1	1	2
7407	1	1	2
7408	1	1	2
7409	1	1	2
7410	1	1	2
7411	1	1	2
7412	1	1	2
7413	1	1	2
7414	1	1	2
7415	1	1	2
7416	1	1	2
7417	1	1	2
7418	1	1	2
7419	1	1	2
7420	1	1	2
7421	1	1	2
7422	1	1	2
7423	1	1	2
7424	1	1	2
7425	1	1	2
7426	1	1	2
7427	1	1	2
7428	1	1	2
7429	1	1	2
7430	1	1	2
7431	1	1	2
7432	1	1	2
7433	1	1	2
7434	1	1	2
7435	1	1	2
7436	1	1	2
7437	1	1	2
7438	1	1	2
7439	1	1	2
7440	1	1	2
7441	1	1	2
7442	1	1	2
7443	1	1	2
7444	1	1	2
7445	1	1	2
7446	1	1	2
7447	1	1	2
7448	1	1	2
7449	1	1	2
7450	1	1	2
7451	1	1	2
7452	1	1	2
7453	1	1	2
7454	1	1	2
7455	1	1	2
7456	1	1	2
7457	1	1	2
7458	1	1	2
7459	1	1	2
7460	1	1	2
7461	1	1	2
7462	1	1	2
7463	1	1	2
7464	1	1	2
7465	1	1	2
7466	1	1	2
7467	1	1	2
7468	1	1	2
7469	1	1	2
7470	1	1	2
7471	1	1	2
7472	1	1	2
7473	1	1	2
7474	1	1	2
7475	1	1	2
7476	1	1	2
7477	1	1	2
7478	1	1	2
7479	1	1	2
7480	1	1	2
7481	1	1	2
7482	1	1	2
7483	1	1	2
7484	1	1	2
7485	1	1	2
7486	1	1	2
7487	1	1	2
7488	1	1	2
7489	1	1	2
7490	1	1	2
7491	1	1	2
7492	1	1	2
7493	1	1	2
7494	1	1	2
7495	1	1	2
7496	1	1	2
7497	1	1	2
7498	1	1	2
7499	1	1	2
7500	1	1	2
7501	1	1	2
7502	1	1	2
7503	1	1	2
7504	1	1	2
7505	1	1	2
7506	1	1	2
7507	1	1	2
7508	1	1	2
7509	1	1	2
7510	1	1	2
7511	1	1	2
7512	1	1	2
7513	1	1	2
7514	1	1	2
7515	1	1	2
7516	1	1	2
7517	1	1	2
7518	1	1	2
7519	1	1	2
7520	1	1	2
7521	1	1	2
7522	1	1	2
7523	1	1	2
7524	1	1	2
7525	1	1	2
7526	1	1	2
7527	1	1	2
7528	1	1	2
7529	1	1	2
7530	1	1	2
7531	1	1	2
7532	1	1	2
7533	1	1	2
7534	1	1	2
7535	1	1	2
7536	1	1	2
7537	1	1	2
7538	1	1	2
7539	1	1	2
7540	1	1	2
7541	1	1	2
7542	1	1	2
7543	1	1	2
7544	1	1	2
7545	1	1	2
7546	1	1	2
7547	1	1	2
7548	1	1	2
7549	1	1	2
7550	1	1	2
7551	1	1	2
7552	1	1	2
7553	1	1	2
7554	1	1	2
7555	1	1	2
7556	1	1	2
7557	1	1	2
7558	1	1	2
7559	1	1	2
7560	1	1	2
7561	1	1	2
7562	1	1	2
7563	1	1	2
7564	1	1	2
7565	1	1	2
7566	1	1	2
7567	1	1	2
7568	1	1	2
7569	1	1	2
7570	1	1	2
7571	1	1	2
7572	1	1	2
7573	1	1	2
7574	1	1	2
7575	1	1	2
7576	1	1	2
7577	1	1	2
7578	1	1	2
7579	1	1	2
7580	1	1	2
7581	1	1	2
7582	1	1	2
7583	1	1	2
7584	1	1	2
7585	1	1	2
7586	1	1	2
7587	1	1	2
7588	1	1	2
7589	1	1	2
7590	1	1	2
7591	1	1	2
7592	1	1	2
7593	1	1	2
7594	1	1	2
7595	1	1	2
